Random seed set to: 456

Demands:
D(m1, t=1, ('l1', 'k1')) = 7.5
Arc (m1_in -> m1_q_l2), t=2, commodity=('l2', 'k1'): flow=32.7
Arc (m2_in -> m2_q_l2), t=1, commodity=('l1', 'k2'): flow=30.4
Arc (m2_in -> m2_q_l2), t=1, commodity=('l2', 'k2'): flow=100.0
Arc (m2_in -> m2_q_l2), t=2, commodity=('l1', 'k2'): flow=61.8
Arc (m2_in -> m2_q_l2), t=2, commodity=('l2', 'k2'): flow=7.9
Arc (m3_in -> m3_q_l2), t=1, commodity=('l1', 'k3'): flow=65.6
Arc (m3_in -> m3_q_l2), t=1, commodity=('l2', 'k3'): flow=113.1
Arc (m3_in -> m3_q_l2), t=2, commodity=('l1', 'k3'): flow=9.4
Arc (m3_in -> m3_q_l2), t=2, commodity=('l2', 'k3'): flow=11.9
Arc (m4_in -> m4_q_l2), t=1, commodity=('l1', 'k4'): flow=62.0
Arc (m4_in -> m4_q_l2), t=1, commodity=('l2', 'k4'): flow=93.4
Arc (m4_in -> m4_q_l2), t=2, commodity=('l1', 'k4'): flow=8.4
Arc (m4_in -> m4_q_l2), t=2, commodity=('l2', 'k4'): flow=36.2
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k1'): flow=12.2
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k2'): flow=14.1
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k3'): flow=14.8
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k4'): flow=12.6
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k1'): flow=13.0
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k2'): flow=10.5
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k3'): flow=13.7
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k4'): flow=9.1
Arc (m5_in -> m5_q_l2), t=1, commodity=('l1', 'k5'): flow=60.8
Arc (m5_in -> m5_q_l2), t=1, commodity=('l2', 'k5'): flow=100.0
Arc (m5_in -> m5_q_l2), t=2, commodity=('l1', 'k5'): flow=27.8
Arc (m5_in -> m5_q_l2), t=2, commodity=('l2', 'k5'): flow=11.5
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k1'): flow=12.1
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k2'): flow=7.1
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k3'): flow=7.9
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k4'): flow=13.5
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k5'): flow=9.6
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k1'): flow=8.7
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k2'): flow=14.9
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k3'): flow=7.8
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k4'): flow=8.0
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k5'): flow=10.5
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k1'): flow=9.6
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k2'): flow=9.5
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k3'): flow=15.2
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k4'): flow=7.1
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k5'): flow=8.7
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k1'): flow=11.2
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k2'): flow=6.6
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k3'): flow=14.3
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k4'): flow=7.3
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k5'): flow=10.6

Positive in carryover flows (in to in across time):
Arc (m3_in -> m3_in), t=1 to 2, commodity=('l1', 'k2'): flow=14.4
Arc (m3_in -> m3_in), t=1 to 2, commodity=('l2', 'k5'): flow=4.4
Arc (m6_in -> m6_in), t=1 to 2, commodity=('l1', 'k1'): flow=1.9
Arc (m7_in -> m7_in), t=1 to 2, commodity=('l1', 'k1'): flow=9.2
Arc (m7_in -> m7_in), t=1 to 2, commodity=('l1', 'k2'): flow=10.7
Arc (m10_in -> m10_in), t=1 to 2, commodity=('l1', 'k2'): flow=5.7
Arc (m10_in -> m10_in), t=1 to 2, commodity=('l1', 'k5'): flow=5.1
Arc (m10_in -> m10_in), t=1 to 2, commodity=('l2', 'k2'): flow=8.2

Objective Component Sums:
Deployment (CSAM): 3000.0
Travel (in-in): 834.49445865
Queue Entry (in-q): 13000.00001
Repair l1 (CSAM): 30000.00016
Repair l2 (TM): 199999.99988
Carryover (q-q): 1307.97177195
In Carryover (in-in): 298.138149
R to Out: 130.0000001
Out to Sink: 130.0000001
Sink to SS: 129.99999998
Dummy (q-dummy): 655334.058
Dummy to SS: 65.5334053
