Random seed set to: 456

Demands:
D(m1, t=1, ('l1', 'k1')) = 28.7
Arc (m3_in -> m3_q_l1), t=2, commodity=('l1', 'k1'): flow=25.2
Arc (m3_in -> m3_q_l1), t=2, commodity=('l1', 'k2'): flow=32.2
Arc (m3_in -> m3_q_l1), t=2, commodity=('l1', 'k3'): flow=26.5
Arc (m3_in -> m3_q_l1), t=2, commodity=('l1', 'k4'): flow=26.9
Arc (m3_in -> m3_q_l1), t=2, commodity=('l1', 'k5'): flow=37.3
Arc (m3_in -> m3_q_l2), t=1, commodity=('l2', 'k3'): flow=344.6
Arc (m3_in -> m3_q_l2), t=2, commodity=('l2', 'k3'): flow=321.1
Arc (m4_in -> m4_q_l1), t=1, commodity=('l1', 'k1'): flow=32.9
Arc (m4_in -> m4_q_l1), t=1, commodity=('l1', 'k2'): flow=26.8
Arc (m4_in -> m4_q_l1), t=1, commodity=('l1', 'k3'): flow=30.0
Arc (m4_in -> m4_q_l1), t=1, commodity=('l1', 'k4'): flow=29.1
Arc (m4_in -> m4_q_l1), t=1, commodity=('l1', 'k5'): flow=38.0
Arc (m4_in -> m4_q_l1), t=2, commodity=('l1', 'k1'): flow=34.2
Arc (m4_in -> m4_q_l1), t=2, commodity=('l1', 'k2'): flow=31.1
Arc (m4_in -> m4_q_l1), t=2, commodity=('l1', 'k3'): flow=35.7
Arc (m4_in -> m4_q_l1), t=2, commodity=('l1', 'k4'): flow=26.3
Arc (m4_in -> m4_q_l1), t=2, commodity=('l1', 'k5'): flow=30.7
Arc (m4_in -> m4_q_l2), t=1, commodity=('l2', 'k4'): flow=315.1
Arc (m4_in -> m4_q_l2), t=2, commodity=('l2', 'k4'): flow=325.4
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k1'): flow=35.8
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k2'): flow=32.3
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k3'): flow=39.7
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k4'): flow=36.4
Arc (m5_in -> m5_q_l1), t=1, commodity=('l1', 'k5'): flow=26.4
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k1'): flow=37.0
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k2'): flow=33.3
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k3'): flow=38.1
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k4'): flow=31.1
Arc (m5_in -> m5_q_l1), t=2, commodity=('l1', 'k5'): flow=26.0
Arc (m5_in -> m5_q_l2), t=1, commodity=('l2', 'k5'): flow=331.6
Arc (m5_in -> m5_q_l2), t=2, commodity=('l2', 'k5'): flow=338.0
Arc (m6_in -> m6_q_l1), t=1, commodity=('l1', 'k1'): flow=25.4
Arc (m6_in -> m6_q_l1), t=1, commodity=('l1', 'k2'): flow=34.6
Arc (m6_in -> m6_q_l1), t=1, commodity=('l1', 'k3'): flow=38.2
Arc (m6_in -> m6_q_l1), t=1, commodity=('l1', 'k4'): flow=27.5
Arc (m6_in -> m6_q_l1), t=1, commodity=('l1', 'k5'): flow=28.5
Arc (m6_in -> m6_q_l1), t=2, commodity=('l1', 'k1'): flow=27.2
Arc (m6_in -> m6_q_l1), t=2, commodity=('l1', 'k2'): flow=38.1
Arc (m6_in -> m6_q_l1), t=2, commodity=('l1', 'k3'): flow=25.6
Arc (m6_in -> m6_q_l1), t=2, commodity=('l1', 'k4'): flow=26.7
Arc (m6_in -> m6_q_l1), t=2, commodity=('l1', 'k5'): flow=29.4
Arc (m7_in -> m7_q_l1), t=1, commodity=('l1', 'k1'): flow=31.3
Arc (m7_in -> m7_q_l1), t=1, commodity=('l1', 'k2'): flow=33.5
Arc (m7_in -> m7_q_l1), t=1, commodity=('l1', 'k3'): flow=35.5
Arc (m7_in -> m7_q_l1), t=1, commodity=('l1', 'k4'): flow=25.5
Arc (m7_in -> m7_q_l1), t=1, commodity=('l1', 'k5'): flow=25.1
Arc (m7_in -> m7_q_l1), t=2, commodity=('l1', 'k1'): flow=27.0
Arc (m7_in -> m7_q_l1), t=2, commodity=('l1', 'k2'): flow=26.3
Arc (m7_in -> m7_q_l1), t=2, commodity=('l1', 'k3'): flow=34.4
Arc (m7_in -> m7_q_l1), t=2, commodity=('l1', 'k4'): flow=32.6
Arc (m7_in -> m7_q_l1), t=2, commodity=('l1', 'k5'): flow=32.8
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k1'): flow=35.6
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k2'): flow=28.2
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k3'): flow=29.3
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k4'): flow=37.7
Arc (m8_in -> m8_q_l1), t=1, commodity=('l1', 'k5'): flow=31.9
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k1'): flow=30.6
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k2'): flow=39.8
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k3'): flow=29.2
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k4'): flow=35.2
Arc (m8_in -> m8_q_l1), t=2, commodity=('l1', 'k5'): flow=33.2
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k1'): flow=26.7
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k2'): flow=31.7
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k3'): flow=29.2
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k4'): flow=28.2
Arc (m9_in -> m9_q_l1), t=1, commodity=('l1', 'k5'): flow=30.5
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k1'): flow=34.3
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k2'): flow=27.4
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k3'): flow=38.9
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k4'): flow=34.8
Arc (m9_in -> m9_q_l1), t=2, commodity=('l1', 'k5'): flow=33.4
Arc (m10_in -> m10_q_l1), t=1, commodity=('l1', 'k1'): flow=27.6
Arc (m10_in -> m10_q_l1), t=1, commodity=('l1', 'k2'): flow=32.4
Arc (m10_in -> m10_q_l1), t=1, commodity=('l1', 'k3'): flow=35.7
Arc (m10_in -> m10_q_l1), t=1, commodity=('l1', 'k4'): flow=32.8
Arc (m10_in -> m10_q_l1), t=1, commodity=('l1', 'k5'): flow=28.4
Arc (m10_in -> m10_q_l1), t=2, commodity=('l1', 'k1'): flow=30.8
Arc (m10_in -> m10_q_l1), t=2, commodity=('l1', 'k2'): flow=32.9
Arc (m10_in -> m10_q_l1), t=2, commodity=('l1', 'k3'): flow=26.7
Arc (m10_in -> m10_q_l1), t=2, commodity=('l1', 'k4'): flow=31.8
Arc (m10_in -> m10_q_l1), t=2, commodity=('l1', 'k5'): flow=25.8

Objective Component Sums:
Deployment (CSAM): 503.04599558096305
Travel (in-in): 221763.7788164378
Queue Entry (in-q): 992.72309999104
Repair l1 (CSAM): 4362.380797433988
Repair l2 (TM): 1270.9041859495192
Carryover (q-q): 63046.452276175056
R to Out: 129.99999999
Out to Sink: 129.99999999
Sink to SS: 130.0
Dummy (q-dummy): 5133001.0897
Dummy to SS: 513.300109

Total Cost by Node (excluding dummy penalties):
m1: 29932.57
m10: 29220.88
m2: 28414.87
m3: 31098.30
m4: 27810.99
m5: 31244.05
m6: 28672.72
m7: 29309.52
m8: 28653.41
m9: 27841.98

Total Cost by Node and Commodity Tuple (excluding dummy penalties):
m1:
  ('l1', 'k1'): 51.56
  ('l1', 'k2'): 685.75
  ('l1', 'k3'): 917.16
  ('l1', 'k4'): 925.43
  ('l1', 'k5'): 858.61
  ('l2', 'k1'): 6263.91
  ('l2', 'k2'): 5403.66
  ('l2', 'k3'): 5346.24
  ('l2', 'k4'): 4781.65
  ('l2', 'k5'): 4698.60
m10:
  ('l1', 'k1'): 688.67
  ('l1', 'k2'): 809.21
  ('l1', 'k3'): 889.20
  ('l1', 'k4'): 817.57
  ('l1', 'k5'): 708.00
  ('l2', 'k1'): 4470.69
  ('l2', 'k2'): 5867.59
  ('l2', 'k3'): 4649.10
  ('l2', 'k4'): 4603.98
  ('l2', 'k5'): 5716.86
m2:
  ('l1', 'k1'): 692.00
  ('l1', 'k2'): 49.62
  ('l1', 'k3'): 716.50
  ('l1', 'k4'): 628.45
  ('l1', 'k5'): 759.18
  ('l2', 'k1'): 4137.13
  ('l2', 'k2'): 6871.58
  ('l2', 'k3'): 5435.89
  ('l2', 'k4'): 4388.40
  ('l2', 'k5'): 4736.12
m3:
  ('l1', 'k1'): 831.49
  ('l1', 'k2'): 976.02
  ('l1', 'k3'): 681.54
  ('l1', 'k4'): 958.02
  ('l1', 'k5'): 692.32
  ('l2', 'k1'): 5112.49
  ('l2', 'k2'): 4899.07
  ('l2', 'k3'): 6429.29
  ('l2', 'k4'): 5275.56
  ('l2', 'k5'): 5242.49
m4:
  ('l1', 'k1'): 820.94
  ('l1', 'k2'): 669.01
  ('l1', 'k3'): 749.31
  ('l1', 'k4'): 725.76
  ('l1', 'k5'): 948.80
  ('l2', 'k1'): 3886.14
  ('l2', 'k2'): 4735.82
  ('l2', 'k3'): 4866.79
  ('l2', 'k4'): 5697.04
  ('l2', 'k5'): 4711.37
m5:
  ('l1', 'k1'): 538.54
  ('l1', 'k2'): 1401.44
  ('l1', 'k3'): 991.01
  ('l1', 'k4'): 908.46
  ('l1', 'k5'): 658.12
  ('l2', 'k1'): 4526.65
  ('l2', 'k2'): 5651.58
  ('l2', 'k3'): 4818.47
  ('l2', 'k4'): 5471.06
  ('l2', 'k5'): 6278.71
m6:
  ('l1', 'k1'): 634.82
  ('l1', 'k2'): 863.33
  ('l1', 'k3'): 950.63
  ('l1', 'k4'): 686.08
  ('l1', 'k5'): 711.88
  ('l2', 'k1'): 5074.65
  ('l2', 'k2'): 5163.67
  ('l2', 'k3'): 4635.34
  ('l2', 'k4'): 4716.24
  ('l2', 'k5'): 5236.08
m7:
  ('l1', 'k1'): 537.25
  ('l1', 'k2'): 835.70
  ('l1', 'k3'): 885.64
  ('l1', 'k4'): 864.55
  ('l1', 'k5'): 885.21
  ('l2', 'k1'): 5313.22
  ('l2', 'k2'): 5107.57
  ('l2', 'k3'): 4383.96
  ('l2', 'k4'): 5458.84
  ('l2', 'k5'): 5037.57
m8:
  ('l1', 'k1'): 888.54
  ('l1', 'k2'): 788.72
  ('l1', 'k3'): 440.67
  ('l1', 'k4'): 941.24
  ('l1', 'k5'): 1246.03
  ('l2', 'k1'): 4439.84
  ('l2', 'k2'): 4740.24
  ('l2', 'k3'): 5090.16
  ('l2', 'k4'): 4580.91
  ('l2', 'k5'): 5497.07
m9:
  ('l1', 'k1'): 668.31
  ('l1', 'k2'): 790.47
  ('l1', 'k3'): 729.95
  ('l1', 'k4'): 703.99
  ('l1', 'k5'): 761.36
  ('l2', 'k1'): 5264.02
  ('l2', 'k2'): 4696.27
  ('l2', 'k3'): 5570.17
  ('l2', 'k4'): 4316.89
  ('l2', 'k5'): 4340.55

Total CSAM (AM) Cost (excluding dummy penalties): 5361.788343010471
Total TM Cost (excluding dummy penalties): 1767.265735945039
Total Queue Cost (Flow Time Proxy): 64039.175376166095

Queue Costs by Tuple:
('l1', 'k1'): 5420.97
('l1', 'k2'): 6800.28
('l1', 'k3'): 7519.95
('l1', 'k4'): 7303.95
('l1', 'k5'): 7012.88
('l2', 'k1'): 6011.99
('l2', 'k2'): 6616.78
('l2', 'k3'): 6135.10
('l2', 'k4'): 5402.86
('l2', 'k5'): 5814.40

Transportation Costs by Tuple:
('l1', 'k1'): 0.00
('l1', 'k2'): 0.00
('l1', 'k3'): 0.00
('l1', 'k4'): 0.00
('l1', 'k5'): 0.00
('l2', 'k1'): 42224.82
('l2', 'k2'): 46265.47
('l2', 'k3'): 44796.13
('l2', 'k4'): 43593.55
('l2', 'k5'): 44883.80

Total CSAM (AM) Cost (excluding dummy penalties): 38914.89378019033
Total TM Cost (excluding dummy penalties): 31260.61257494023

Total demand: 6433.0
Total inflow to ss: 6433.0

Total Model Cost (Objective Value): 5425843.67
